number,product_code,image_url
497,2420,https://drop.seltu.pl/images/colibra/2420/65347-Bransoletka-z-serduszek-B10666AG-2420-B10666AG.jpg
498,2430,https://drop.seltu.pl/images/colibra/2430/70197-Bransoletka-z-koniczynkami-z-kolekcji-Classic-B14629AG-2430-B14629AG.jpg
499,2432,https://drop.seltu.pl/images/colibra/2432/61394-Bransoletka-z-nutkami-B14631AG-2432-B14631AG.jpg
500,2433,https://drop.seltu.pl/images/colibra/2433/61395-Bransoletka-z-piorkiem-B14661AG-2433-B14661AG.jpg
501,2435,https://drop.seltu.pl/images/colibra/2435/61398-Naszyjnik-listek-z-kamieniami-C15LEF07AG-2435-C15/LEF/07AG.jpg
502,2434,https://drop.seltu.pl/images/colibra/2434/65348-Celebrytka-znak-nieskonczonosci-C15FRV01AG-2434-C15/FRV/01AG.jpg
503,2450,https://drop.seltu.pl/images/colibra/2450/68407-Kolia-z-krysztalkami-Preciosa-C8153AG-2450-C8153AG.jpg
504,2451,https://drop.seltu.pl/images/colibra/2451/63256-Celebrytka-ze-skrzydlem-C15WIG02AU-2451-C15/WIG/02AU.jpg
505,2453,https://drop.seltu.pl/images/colibra/2453/64893-Naszyjnik-z-jednolitym-sercem-C9838AG-2453-C9838AG.jpg
506,2456,https://drop.seltu.pl/images/colibra/2456/61408-Lancuszek-oko-z-krysztalami-C10098AG-2456-C10098AG.jpg
507,2465,https://drop.seltu.pl/images/colibra/2465/61409-Naszyjnik-z-zawieszka-kolo-z-krysztalem-C13590AG-2465-C13590AG.jpg
508,2467,https://drop.seltu.pl/images/colibra/2467/67023-Lancuszek-z-krzyzem-C14190AG-2467-C14190AG.jpg
509,2204,https://drop.seltu.pl/images/colibra/2204/68579-Celebrytka-ze-skrzydlem-C14662AG-2204-C14662AG.jpg
510,2205,https://drop.seltu.pl/images/colibra/2205/61241-Celebrytka-z-motylkiem-C14787AG-2205-C14787AG.jpg
511,2206,https://drop.seltu.pl/images/colibra/2206/65345-Celebrytka-z-trojkatami-C15012AG-2206-C15012AG.jpg
512,2508,https://drop.seltu.pl/images/colibra/2508/69870-Klipsy-prostokaty-E8806AG-2508-E8806AG.jpg
513,2510,https://drop.seltu.pl/images/colibra/2510/70182-Klipsy-abstrakcja-E11389AG-2510-E11389AG.jpg
514,2514,https://drop.seltu.pl/images/colibra/2514/61428-Kolczyki-ze-slonikami-P15KDS04AG-2514-P15/KDS/04AG.jpg
515,2516,https://drop.seltu.pl/images/colibra/2516/61429-Kolczyki-truskawki-emaliowane-P15KDS12AG-2516-P15/KDS/12AG.jpg
516,2517,https://drop.seltu.pl/images/colibra/2517/61432-Kolczyki-kolo-podzielone-krysztaly-P4198AG-2517-P4198AG.jpg
517,2518,https://drop.seltu.pl/images/colibra/2518/68252-Kolczyki-kola-27cm-P3735AG-2518-P3735AG.jpg
518,2521,https://drop.seltu.pl/images/colibra/2521/70043-Kolczyki-grubsze-polkola-z-krysztalami-P4511AG-2521-P4511AG.jpg
519,2522,https://drop.seltu.pl/images/colibra/2522/70052-Kolczyki-dlugie-polkola-z-krysztalami-P4379AG-2522-P4379AG.jpg
520,2524,https://drop.seltu.pl/images/colibra/2524/61437-Kolczyki-drobne-serca-P6972AG-2524-P6972AG.jpg
521,2525,https://drop.seltu.pl/images/colibra/2525/70956-Kolczyki-male-misie-P6803AG-2525-P6803AG.jpg
522,2528,https://drop.seltu.pl/images/colibra/2528/61435-Kolczyki-z-krysztalkami-Swarovskiego-P4519AG-2528-P4519AG.jpg
523,2529,https://drop.seltu.pl/images/colibra/2529/64453-Kolczyki-z-krysztalkami-i-2-lancuszkami-P8244AG-2529-P8244AG.jpg
524,2530,https://drop.seltu.pl/images/colibra/2530/69807-Kolczyki-kwadraty-z-krysztalami-Swarovski-2530-P7783AG.jpg
525,2533,https://drop.seltu.pl/images/colibra/2533/70685-Kolczyki-klasyczne-polkola-z-kolekcji-Classic-P8643AG-2533-P8643AG.jpg
526,2533,https://drop.seltu.pl/images/colibra/2533/70692-Kolczyki-klasyczne-polkola-z-kolekcji-Classic-P8643AG-2533-P8643AG.jpg
527,2535,https://drop.seltu.pl/images/colibra/2535/69921-Kolczyki-polkola-z-wystajacym-elementem-P9948AG-2535-P9948AG.jpg
528,2537,https://drop.seltu.pl/images/colibra/2537/66451-Kolczyki-wiszace-kwiatki-P11066AG-2537-P11066AG.jpg
529,2541,https://drop.seltu.pl/images/colibra/2541/68541-Kolczyki-krysztal-w-otoczce-P13323AG-2541-P13323AG.jpg
530,2542,https://drop.seltu.pl/images/colibra/2542/63080-Sztyfty-bogato-zdobione-krysztalkami-P13407AG-2542-P13407AG.jpg
531,2544,https://drop.seltu.pl/images/colibra/2544/61446-Kolczyki-z-owalnym-krysztalem-P13593AG-2544-P13593AG.jpg
532,2545,https://drop.seltu.pl/images/colibra/2545/70465-Kolczyki-z-krysztalkami-Preciosa-P13597AG-2545-P13597AG.jpg
533,2545,https://drop.seltu.pl/images/colibra/2545/70475-Kolczyki-z-krysztalkami-Preciosa-P13597AG-2545-P13597AG.jpg
534,2546,https://drop.seltu.pl/images/colibra/2546/68358-Kolczyki-kola-z-azurowym-wzorem-P13985AG-2546-P13985AG.jpg
535,2547,https://drop.seltu.pl/images/colibra/2547/61450-Kolczyki-kola-ze-wzorem-geometrycznym-P13986AG-2547-P13986AG.jpg
536,2550,https://drop.seltu.pl/images/colibra/2550/63761-Kolczyki-krysztal-w-szerokiej-obwodce-P14489AG-2550-P14489AG.jpg
537,2552,https://drop.seltu.pl/images/colibra/2552/68727-Kolczyki-delikatne-lezki-z-krysztalkami-P14505AG-2552-P14505AG.jpg
538,2558,https://drop.seltu.pl/images/colibra/2558/61455-Kolczyki-dlugie-krzyze-P14798AG-2558-P14798AG.jpg
539,2561,https://drop.seltu.pl/images/colibra/2561/61456-Kolczyki-trojkaty-1-bok-z-krysztalkami-P14807AG-2561-P14807AG.jpg
540,2583,https://drop.seltu.pl/images/colibra/2583/69994-Kolczyki-kostka-z-krysztalkami-z-kolekcji-Classic-P4414AU-2583-P4414AU.jpg
541,2598,https://drop.seltu.pl/images/colibra/2598/64898-Naszyjnik-z-sercem-C14350AG-2598-C14350AG.jpg
542,2608,https://drop.seltu.pl/images/colibra/2608/69991-Kolczyki-sztyfty-klucz-wiolinowy-z-kolekcji-Classic-P14794AU-2608-P14794AU.jpg
543,2609,https://drop.seltu.pl/images/colibra/2609/69995-Kolczyki-sztyfty-klucz-wiolinowy-P14794AG-2609-P14794AG.jpg
544,2658,https://drop.seltu.pl/images/colibra/2658/70074-Kolczyki-polkola-z-krysztalami-z-kolekcji-Classic-P3906AU-2658-P3906AU.jpg
545,2658,https://drop.seltu.pl/images/colibra/2658/70083-Kolczyki-polkola-z-krysztalami-z-kolekcji-Classic-P3906AU-2658-P3906AU.jpg
546,2660,https://drop.seltu.pl/images/colibra/2660/70202-Klipsy-krysztaly-rowny-rzad-E14816AU-2660-E14816AU.jpg
547,2663,https://drop.seltu.pl/images/colibra/2663/69999-Kolczyki-na-sztyfcie-kwiat-z-krysztalami-z-kolekcji-Classic-P8348AU-2663-P8348AU.jpg
548,2664,https://drop.seltu.pl/images/colibra/2664/70934-Kolczyki-krzyzyk-z-krysztalow-z-kolekcji-Classic-P9497AU-2664-P9497AU.jpg
549,2664,https://drop.seltu.pl/images/colibra/2664/70935-Kolczyki-krzyzyk-z-krysztalow-z-kolekcji-Classic-P9497AU-2664-P9497AU.jpg
550,2671,https://drop.seltu.pl/images/colibra/2671/70002-Kolczyki-polkola-z-krysztalami-P3906AG-2671-P3906AG.jpg
551,2672,https://drop.seltu.pl/images/colibra/2672/70205-Klipsy-z-krysztalem-E72151AG-PMAT-2672-E7215/1AG P.MAT.jpg
552,2674,https://drop.seltu.pl/images/colibra/2674/67305-Klipsy-okragle-z-okraglym-krysztalem-E13592AG-2674-E13592AG.jpg
553,2676,https://drop.seltu.pl/images/colibra/2676/71078-Klipsy-krysztaly-rowny-rzad-E14816AG-2676-E14816AG.jpg
554,2677,https://drop.seltu.pl/images/colibra/2677/61490-Kolczyki-wisienki-P4817AG-2677-P4817AG.jpg
555,2678,https://drop.seltu.pl/images/colibra/2678/69522-Kolczyki-delfiny-P6686AG-2678-P6686AG.jpg
556,2679,https://drop.seltu.pl/images/colibra/2679/70003-Kolczyki-o-ekspresyjnym-ksztalcie-P6247AG-2679-P6247AG.jpg
557,2681,https://drop.seltu.pl/images/colibra/2681/70004-Kolczyki-pokretne-P6253AG-2681-P6253AG.jpg
558,2683,https://drop.seltu.pl/images/colibra/2683/61497-Kolczyki-krzyzyk-z-krysztalow-P9497AG-2683-P9497AG.jpg
559,2684,https://drop.seltu.pl/images/colibra/2684/70005-Kolczyki-na-sztyfcie-kwiat-z-krysztalami-P8348AG-2684-P8348AG.jpg
560,2685,https://drop.seltu.pl/images/colibra/2685/68296-Kolczyki-na-sztyfcie-z-krysztalami-P8716AG-2685-P8716AG.jpg
561,2690,https://drop.seltu.pl/images/colibra/2690/65565-Bransoletka-z-serduszkami-B10768AU-2690-B10768AU.jpg
562,2744,https://drop.seltu.pl/images/colibra/2744/70006-Kolczyki-kwadraty-z-krysztalami-z-kolekcji-Classic-P7909AU-2744-P7909AU.jpg
563,2745,https://drop.seltu.pl/images/colibra/2745/70007-Kolczyki-kwadraty-z-krysztalami-P7909AG-2745-P7909AG.jpg
564,2356,https://drop.seltu.pl/images/colibra/2356/12161-Kolczyki-kotwice-P14802AG-2356-P14802AG.jpg
565,2356,https://drop.seltu.pl/images/colibra/2356/61978-Kolczyki-kotwice-P14802AG-2356-P14802AG.jpg
566,2357,https://drop.seltu.pl/images/colibra/2357/69920-Kolczyki-z-perelka-P14773AG-2357-P14773AG.jpg
567,2358,https://drop.seltu.pl/images/colibra/2358/61367-Kolczyki-sztyft-gwiazdka-z-cyrkonia-P14780AG-2358-P14780AG.jpg
568,2359,https://drop.seltu.pl/images/colibra/2359/64895-Kolczyki-przeciagane-z-krysztalkami-P14805AG-2359-P14805AG.jpg
569,2360,https://drop.seltu.pl/images/colibra/2360/61370-Kolczyki-dlugie-z-sercami-P14826AG-2360-P14826AG.jpg
570,2362,https://drop.seltu.pl/images/colibra/2362/61373-Kolczyki-sztyfty-z-krysztalem-Swarovski-P15009AG-2362-P15009AG.jpg
571,2363,https://drop.seltu.pl/images/colibra/2363/61358-Kolczyki-z-czerwonymi-serduszkami-P14769AG-E227-2363-P14769AG-E227.jpg
572,2817,https://drop.seltu.pl/images/colibra/2817/70008-Kolczyki-kwiatki-z-cyrkonia-z-kolekcji-Classic-P7706AU-2817-P7706AU.jpg
573,2873,https://drop.seltu.pl/images/colibra/2873/61523-Naszyjnik-z-krysztalami-Swarovski-C8049AU-2873-C8049AU.jpg
574,2879,https://drop.seltu.pl/images/colibra/2879/70919-Kolczyki-tuba-z-kolekcji-Classic-P7646AU-2879-P7646AU.jpg
575,2880,https://drop.seltu.pl/images/colibra/2880/68329-Kolczyki-male-krysztalki-P13877AG-2880-P13877AG.jpg
576,2891,https://drop.seltu.pl/images/colibra/2891/70229-Naszyjnik-rozaniec-z-drzewkiem-z-kolekcji-Heavenly-C15ROZ03AU-2891-C15/ROZ/03AU.jpg
577,3056,https://drop.seltu.pl/images/colibra/3056/69971-Kolczyki-sztyfty-z-krysztalkami-z-kolekcji-Classic-P13542AU-3056-P13542AU.jpg
578,3073,https://drop.seltu.pl/images/colibra/3073/69973-Kolczyki-w-ksztalcie-elipsy-z-kolekcji-Classic-P14504AU-3073-P14504AU.jpg
579,3074,https://drop.seltu.pl/images/colibra/3074/69972-Kolczyki-w-ksztalcie-elipsy-P14504AG-3074-P14504AG.jpg
580,3072,https://drop.seltu.pl/images/colibra/3072/71437-Klipsy-lezki-z-krysztalkami-Swarovski-E14812AG-3072-E14812AG.jpg
581,2621,https://drop.seltu.pl/images/colibra/2621/70189-Kolczyki-trojkaty-z-kolekcji-Classic-P15012AU-2621-P15012AU.jpg
582,3103,https://drop.seltu.pl/images/colibra/3103/71233-Klipsy-klasyczne-E13561AU-3103-E13561AU.jpg
583,3104,https://drop.seltu.pl/images/colibra/3104/71234-Klipsy-klasyczne-E13561AG-3104-E13561AG.jpg
584,3106,https://drop.seltu.pl/images/colibra/3106/61583-Kolczyki-podluzne-ze-wzorem-krysztalow-P8676AG-3106-P8676AG.jpg
585,2622,https://drop.seltu.pl/images/colibra/2622/69805-Kolczyki-okragle-krysztalki-z-kolekcji-Basic-by-Oliwciaks-P14771AU-2622-P14771AU.jpg
586,2622,https://drop.seltu.pl/images/colibra/2622/69840-Kolczyki-okragle-krysztalki-z-kolekcji-Basic-by-Oliwciaks-P14771AU-2622-P14771AU.jpg
587,2635,https://drop.seltu.pl/images/colibra/2635/64899-Naszyjnik-z-sercem-C14350AU-2635-C14350AU.jpg
588,2636,https://drop.seltu.pl/images/colibra/2636/70449-Naszyjnik-ze-skrzydlem-C11800AU-2636-C11800AU.jpg
589,2636,https://drop.seltu.pl/images/colibra/2636/70452-Naszyjnik-ze-skrzydlem-C11800AU-2636-C11800AU.jpg
590,2637,https://drop.seltu.pl/images/colibra/2637/37989-Naszyjnik-serce-wysadzane-krysztalami-C13132AU-2637-C13132AU.jpg
591,3131,https://drop.seltu.pl/images/colibra/3131/63770-Kolczyki-wiszace-serca-z-krysztalkami-P13379AG-3131-P13379AG.jpg
592,3132,https://drop.seltu.pl/images/colibra/3132/61587-Kolczyki-male-kola-krysztalki-Swarovski-P14351AG-3132-P14351AG.jpg
593,2643,https://drop.seltu.pl/images/colibra/2643/61474-Naszyjnik-z-zawieszka-symbol-ryby-C9058AU-2643-C9058AU.jpg
594,2646,https://drop.seltu.pl/images/colibra/2646/68941-Klipsy-z-krysztalem-E72151AU-PMAT-2646-E7215/1AU P.MAT.jpg
595,2651,https://drop.seltu.pl/images/colibra/2651/64191-Lancuszek-delikatny-z-krzyzykiem-C12906AU-2651-C12906AU.jpg
596,2654,https://drop.seltu.pl/images/colibra/2654/69997-Kolczyki-o-ekspresyjnym-ksztalcie-z-kolekcji-Classic-P6247AU-2654-P6247AU.jpg
597,2656,https://drop.seltu.pl/images/colibra/2656/69998-Pozlacane-kolczyki-z-kolekcji-Classic-P6253AU-2656-P6253AU.jpg
598,3301,https://drop.seltu.pl/images/colibra/3301/69975-Kolczyki-z-perelkami-i-krysztalkami-z-kolekcji-Classic-P11069AU-3301-P11069AU.jpg
599,2850,https://drop.seltu.pl/images/colibra/2850/70011-Kolczyki-kratka-P8675AG-2850-P8675AG.jpg
600,3316,https://drop.seltu.pl/images/colibra/3316/69959-Kolczyki-dwustronne-perelki-z-kolekcji-Classic-P14538AU-3316-P14538AU.jpg
601,3354,https://drop.seltu.pl/images/colibra/3354/69976-Kolczyki-azurowe-okragle-z-kolekcji-Classic-P14322AU-3354-P14322AU.jpg
602,3359,https://drop.seltu.pl/images/colibra/3359/69978-Kolczyki-prostokatne-z-kolekcji-Classic-P14383AU-3359-P14383AU.jpg
603,3363,https://drop.seltu.pl/images/colibra/3363/69977-Kolczyki-prostokatne-P14383AG-3363-P14383AG.jpg
604,3365,https://drop.seltu.pl/images/colibra/3365/69979-Kolczyki-kolo-z-krysztalami-z-kolekcji-Classic-P14503AU-3365-P14503AU.jpg
605,3366,https://drop.seltu.pl/images/colibra/3366/70755-Kolczyki-o-wydluzonym-ksztalcie-z-kolekcji-Classic-P14510AU-PMAT-3366-P14510AU P.MAT.jpg
606,3367,https://drop.seltu.pl/images/colibra/3367/69980-Kolczyki-o-wydluzonym-ksztalcie-P14510AG-PMAT-3367-P14510AG P.MAT.jpg
607,3385,https://drop.seltu.pl/images/colibra/3385/61688-Naszyjnik-z-kamieni-z-zawieszka-C21KOR33AU-3385-C21/KOR/33AU.jpg
608,3386,https://drop.seltu.pl/images/colibra/3386/61598-Kolczyki-czarne-krzyze-z-kolekcji-Heavenly-P21JES57KOL-3386-P21/JES/57KOL.jpg
609,3390,https://drop.seltu.pl/images/colibra/3390/61698-Dlugi-naszyjnik-z-monetkami-C21ZIM06AU-3390-C21/ZIM/06AU.jpg
610,3391,https://drop.seltu.pl/images/colibra/3391/61701-Naszyjnik-z-perla-C21ZIM02AU-3391-C21/ZIM/02AU.jpg
611,3392,https://drop.seltu.pl/images/colibra/3392/61699-Naszyjnik-perly-i-kiezyc-C21ZIM05AU-3392-C21/ZIM/05AU.jpg
612,3393,https://drop.seltu.pl/images/colibra/3393/61700-Krotki-naszyjnik-z-perelkami-C21ZIM03AU-3393-C21/ZIM/03AU.jpg
613,3394,https://drop.seltu.pl/images/colibra/3394/61695-Naszyjnik-gwiazdki-z-krysztalami-C21ZIM09AU-3394-C21/ZIM/09AU.jpg
614,3395,https://drop.seltu.pl/images/colibra/3395/61696-Naszyjnik-z-trzema-kulkami-i-gwiazda-C21ZIM08AU-3395-C21/ZIM/08AU.jpg
615,3396,https://drop.seltu.pl/images/colibra/3396/65362-Kolczyki-z-trzema-kulkami-i-gwiazdka-P21ZIM08AU-3396-P21/ZIM/08AU.jpg
616,3397,https://drop.seltu.pl/images/colibra/3397/61693-Naszyjnik-z-gwiazdka-i-krysztalem-C21ZIM11AU-3397-C21/ZIM/11AU.jpg
617,3398,https://drop.seltu.pl/images/colibra/3398/70950-Naszyjnik-4-kulki-i-gwazdki-C21ZIM10AU-3398-C21/ZIM/10AU.jpg
618,3399,https://drop.seltu.pl/images/colibra/3399/65748-Naszyjnik-3-gwiazdki-C21ZIM12AU-3399-C21/ZIM/12AU.jpg
619,3400,https://drop.seltu.pl/images/colibra/3400/61703-Naszyjnik-slonce-w-okregu-C21JES32AU-3400-C21/JES/32AU.jpg
620,3483,https://drop.seltu.pl/images/colibra/3483/71439-Klipsy-sopelki-E7242AG-PMAT-3483-E7242AG P.MAT.jpg
621,3490,https://drop.seltu.pl/images/colibra/3490/68828-Bransoletka-z-kamienia-B21KOR59AU-3490-B21/KOR/59AU.jpg
622,3491,https://drop.seltu.pl/images/colibra/3491/61731-Naszyjnik-z-kamienia-z-zawieszka-C21KOR59AU-3491-C21/KOR/59AU.jpg
623,3492,https://drop.seltu.pl/images/colibra/3492/61727-Bransoletka-z-kamienia-z-wizerunkiem-B21KOR57AU-3492-B21/KOR/57AU.jpg
624,3493,https://drop.seltu.pl/images/colibra/3493/61722-Naszyjnik-z-kamienia-z-wizerunkiem-C21KOR57AU-3493-C21/KOR/57AU.jpg
625,3495,https://drop.seltu.pl/images/colibra/3495/61728-Bransoletka-z-kamieni-z-owadem-B21KOR56AU-3495-B21/KOR/56AU.jpg
626,3496,https://drop.seltu.pl/images/colibra/3496/61734-Naszyjnik-z-kamienia-z-zawieszka-C21KOR56AU-3496-C21/KOR/56AU.jpg
627,3497,https://drop.seltu.pl/images/colibra/3497/64465-Bransoletka-z-kamienia-z-zawieszkami-B21KOR55A-3497-B21/KOR/55AU.jpg
628,3498,https://drop.seltu.pl/images/colibra/3498/61723-Naszyjnik-z-kamienia-z-zawieszkami-C21KOR55AU-3498-C21/KOR/55AU.jpg
629,3499,https://drop.seltu.pl/images/colibra/3499/61726-Bransoletka-z-kamienia-z-zawieszka-B21KOR58AU-3499-B21/KOR/58AU.jpg
630,3500,https://drop.seltu.pl/images/colibra/3500/61721-Naszyjnik-z-kamienia-z-zawieszka-C21KOR58AU-3500-C21/KOR/58AU.jpg
631,3501,https://drop.seltu.pl/images/colibra/3501/67985-Naszyjnik-rozaniec-z-kolekcji-Heavenly-C21VIP16AU-3501-C21/VIP/16AU.jpg
632,3020,https://drop.seltu.pl/images/colibra/3020/71085-Kolczyki-krysztalowe-polokregi-P10971AU-3020-P10971AU.jpg
633,3020,https://drop.seltu.pl/images/colibra/3020/71158-Kolczyki-krysztalowe-polokregi-P10971AU-3020-P10971AU.jpg
634,3504,https://drop.seltu.pl/images/colibra/3504/61725-Bransoletka-z-kamienia-z-zawieszka-B21KOR60AU-3504-B21/KOR/60AU.jpg
635,3021,https://drop.seltu.pl/images/colibra/3021/70242-Kolczyki-krysztalowe-polokregi-P10971AG-3021-P10971AG.jpg
636,3021,https://drop.seltu.pl/images/colibra/3021/70294-Kolczyki-krysztalowe-polokregi-P10971AG-3021-P10971AG.jpg
637,3505,https://drop.seltu.pl/images/colibra/3505/64235-Choker-skorzany-z-zawieszkami-C21JES85KOLOR-3505-C21/JES/85KOLOR.jpg
638,3044,https://drop.seltu.pl/images/colibra/3044/70016-Kolczyki-subtelne-serduszka-z-kolekcji-Classic-P14530AU-3044-P14530AU.jpg
639,3045,https://drop.seltu.pl/images/colibra/3045/70015-Kolczyki-subtelne-serduszka-P14530AG-3045-P14530AG.jpg
640,3544,https://drop.seltu.pl/images/colibra/3544/69053-Kolczyki-kola-7cm-z-kolekcji-Classic-PP00614-AU-3544-PP0061/4AU.jpg
641,3563,https://drop.seltu.pl/images/colibra/3563/71017-Kolczyki-azurowe-kola-P13984AG-3563-P13984AG.jpg
642,3564,https://drop.seltu.pl/images/colibra/3564/61768-Naszyjnik-z-serduszkiem-C14448AU-3564-C14448AU.jpg
643,3565,https://drop.seltu.pl/images/colibra/3565/61769-Naszyjnik-z-kolkiem-C14522AU-3565-C14522AU.jpg
644,3572,https://drop.seltu.pl/images/colibra/3572/61524-Lancuszek-z-klasyczna-zawieszka-C8855AU-3572-C8855AU.jpg
645,3188,https://drop.seltu.pl/images/colibra/3188/70053-Kolczyki-duze-krzyzyki-z-kolekcji-Heavenly-P15ROZ04AU-3188-P15/ROZ/04AU.jpg
646,3403,https://drop.seltu.pl/images/colibra/3403/68033-Bransoletka-perly-i-kiezyc-B21ZIM05AU-3403-B21/ZIM/05AU.jpg
647,3404,https://drop.seltu.pl/images/colibra/3404/61705-Bransoletka-milanese-ze-sloncem-B21JES32AU-3404-B21/JES/32AU.jpg
648,3407,https://drop.seltu.pl/images/colibra/3407/61707-Kolczyki-gwiazdki-na-lancuszkach-P21ZIM09AU-3407-P21/ZIM/09AU.jpg
649,3412,https://drop.seltu.pl/images/colibra/3412/65811-Naszyjnik-rozaniec-z-kolekcji-Heavenly-C15ROZ68AU-3412-C15/ROZ/68AU.jpg
650,3417,https://drop.seltu.pl/images/colibra/3417/70523-Lancuszek-z-zawieszka-C11068AU-3417-C11068AU.jpg
651,3417,https://drop.seltu.pl/images/colibra/3417/70526-Lancuszek-z-zawieszka-C11068AU-3417-C11068AU.jpg
652,424,https://drop.seltu.pl/images/colibra/424/71134-Wkretki-z-krysztalami-Preciosa-P10107AU-424-P10107AU.jpg
653,486,https://drop.seltu.pl/images/colibra/486/60341-Naszyjnik-serce-z-krysztalem-Swarovski-C9834AU-486-C9834AU.jpg
654,502,https://drop.seltu.pl/images/colibra/502/65519-Naszyjnik-z-perla-502-C11008AU.jpg
655,620,https://drop.seltu.pl/images/colibra/620/69218-Dlugie-kolczyki-620-P14619AU.jpg
656,962,https://drop.seltu.pl/images/colibra/962/69331-Kolczyki-koniczynki-P15EMA01AU-E001-962-P15/EMA/01AU-E001.jpg
657,1033,https://drop.seltu.pl/images/colibra/1033/60616-Naszyjnik-z-koralikami-C15TGU42AU-1033-C15/TGU/42AU.jpg
658,1071,https://drop.seltu.pl/images/colibra/1071/68041-Bransoletka-z-owalnymi-elementami-B15TGU25AU-1071-B15/TGU/25AU.jpg
659,1180,https://drop.seltu.pl/images/colibra/1180/60687-Lancuszek-z-malym-pistoletem-C15LIT05AG-1180-C15/LIT/05AG.jpg
660,1197,https://drop.seltu.pl/images/colibra/1197/69636-Kolczyki-monety-mniejsze-P15MON50AU-1197-P15/MON/50AU.jpg
661,1198,https://drop.seltu.pl/images/colibra/1198/67536-Kolczyki-sztyfty-monety-wieksze-P15MON49AU-1198-P15/MON/49AU.jpg
662,1348,https://drop.seltu.pl/images/colibra/1348/71208-Przypinka-symbol-strajku-kobiet-CP15KOB01AU-1348-CP15/KOB/01AU.jpg
663,1431,https://drop.seltu.pl/images/colibra/1431/70781-Kolczyki-sniezynki-dlugie-P15STL36AU-1431-P15/STL/36AU.jpg
664,1431,https://drop.seltu.pl/images/colibra/1431/70784-Kolczyki-sniezynki-dlugie-P15STL36AU-1431-P15/STL/36AU.jpg
665,1433,https://drop.seltu.pl/images/colibra/1433/61912-Naszyjnik-5-sniezynek-z-krysztalami-C15STL36AU-1433-C15/STL/36AU.jpg
666,1483,https://drop.seltu.pl/images/colibra/1483/71210-Kolczyki-sniezynki-dlugie-P15STL36AG-1483-P15/STL/36AG.jpg
667,1485,https://drop.seltu.pl/images/colibra/1485/60841-Naszyjnik-5-sniezynek-z-krysztalami-C15STL36AG-1485-C15/STL/36AG.jpg
668,1553,https://drop.seltu.pl/images/colibra/1553/60895-Nausznice-z-gwiazdkami-P21SZP01AU-1553-P21/SZP/01AU.jpg
669,1555,https://drop.seltu.pl/images/colibra/1555/60893-Nausznice-serduszka-P21SZP04AU-1555-P21/SZP/04AU.jpg
670,1556,https://drop.seltu.pl/images/colibra/1556/60894-Kolczyki-z-lezka-P21SZP07AU-1556-P21/SZP/07AU.jpg
671,1557,https://drop.seltu.pl/images/colibra/1557/60896-Nausznice-wazki-P21SZP06AU-1557-P21/SZP/06AU.jpg
672,1558,https://drop.seltu.pl/images/colibra/1558/70245-Nausznice-z-krysztalem-Swarovski-P21SZP02AU-1558-P21/SZP/02AU.jpg
673,1559,https://drop.seltu.pl/images/colibra/1559/60898-Nausznice-z-lisciem-P21SZP03AU-1559-P21/SZP/03AU.jpg
674,1561,https://drop.seltu.pl/images/colibra/1561/60899-Naszyjnik-z-kwadratowa-klamra-C15TGU50AU-1561-C15/TGU/50AU.jpg
675,1577,https://drop.seltu.pl/images/colibra/1577/60907-Lancuch-z-serduszkami-C15TGU62AU-1577-C15/TGU/62AU.jpg
676,1578,https://drop.seltu.pl/images/colibra/1578/60906-Bransoletka-z-drobnym-serduszkiem-B15TGU62AU-1578-B15/TGU/62AU.jpg
677,1579,https://drop.seltu.pl/images/colibra/1579/68645-Naszyjnik-trzy-serduszka-C15TGU61AU-1579-C15/TGU/61AU.jpg
678,1579,https://drop.seltu.pl/images/colibra/1579/68646-Naszyjnik-trzy-serduszka-C15TGU61AU-1579-C15/TGU/61AU.jpg
679,1581,https://drop.seltu.pl/images/colibra/1581/70404-Bransoletka-trzy-serduszka-B15TGU61AU-1581-B15/TGU/61AU.jpg
680,1592,https://drop.seltu.pl/images/colibra/1592/69151-Naszyjnik-z-pantera-C15KDS17AU-1592-C15/KDS/17AU.jpg
681,1594,https://drop.seltu.pl/images/colibra/1594/70217-Bransoletka-z-pantera-B15KDS17AU-1594-B15/KDS/17AU.jpg
682,1595,https://drop.seltu.pl/images/colibra/1595/60917-Naszyjnik-z-kwiatkiem-C15TGU65AU-1595-C15/TGU/65AU.jpg
683,1596,https://drop.seltu.pl/images/colibra/1596/68439-Bransoletka-z-kwiatkami-B15TGU65AU-1596-B15/TGU/65AU.jpg
684,2946,https://drop.seltu.pl/images/colibra/2946/68413-Naszyjnik-podwojny-kulki-i-gwiazdka-C21TEN20AU-2946-C21/TEN/20AU.jpg
685,2483,https://drop.seltu.pl/images/colibra/2483/61417-Bransoletka-z-czerwonymi-ustami-B21LAT26AU-2483-B21/LAT/26AU.jpg
686,2895,https://drop.seltu.pl/images/colibra/2895/69182-Naszyjnik-z-lwem-C21LAT81AU-2895-C21/LAT/81AU.jpg
687,1968,https://drop.seltu.pl/images/colibra/1968/69188-Bransoletka-z-dwoma-krzyzykami-B21WIO51AU-1968-B21/WIO/51AU.jpg
688,1897,https://drop.seltu.pl/images/colibra/1897/61089-Kolczyki-krzyze-XXL-z-kolekcji-Heavenly-P21WIO25AU-1897-P21/WIO/25AU.jpg
689,2055,https://drop.seltu.pl/images/colibra/2055/70448-Kolczyki-kola-ze-skrzydlami-P21WIO69AU-2055-P21/WIO/69AU.jpg
